#	1	2	3	4	5	6	7	8	9	10	11	12	13	14.1	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35.1	35.3	36.3	37	38.3	39.3	40.3	41	42	43.3	44.1	44.3	45.3	46.3	47.3	48.1	48.3	49.3	50.3	51.3	52.3	53.3	54.3	55.3	56.3	57.3	58.3	59.3	60.3	61.3	62.3	63.3	64.3	65.2	65.4	66.3	67.3	68.3	69.3	70.3	71.3	72.3	73.3	74.3	75.3	78.3	79.3	80.3	81.1	81.3	82.3	83.3	84.3	85.3	86.3	87.3	88.3	89.3	90.3	91.3	92.3	93.3	94.3	95.2	96.3	97.2	97.3	99.3	100.2	100.3	102.3	103.3	104.3	105.3	107.3	108.3	109.3	112.3	113.3	114.3	115.3	117.3	118.3	120.3	121.3	122.3	123.3	124.3	125.3	126.3	129.3	130.3	131.3	132.3	133.3	134.3	135.3	136.3	137.3	138.3	139.3	140.2	140.4	141.3	142.3	143.3	145.3	146.3	150.3	151.3	152.3	153.3	154.3	155.3	157.1	157.3	158.3	159.3	160.3	161.4	162.3	163.3	164.3	165.3	166.3	167.3	168.3	169.3	170.3	171.3	172.3	173.3	174.3	177.2	177.3	178.2	179.3	180.3	181.3	182.3	183.3	185.3	186.2	186.3	187.3	188.3	189.3	190.3	191.3	192.2	192.3	193.2	193.3	193.4	194.2	194.3	196.2	196.4	197.2	197.4	198.2	198.4	199.2	199.4	200.2	200.4	201.4	202.4	203.4	204.4	207.2	207.4	208.4	209.4	210.4	211.4	212.2	212.4	214.4	215.4	216.4	217.4	218.2	218.4	219.4	220.4	221.4	222.4	223.4	225.2	225.4	226.4	227.4	228.2	228.4	229.2	230.2	230.4	231.4	232.4	233.2	233.4	235.4	236.2	236.4	237.2	237.4	238.4	239.4	240.4	241.4	242.4	245.4	248.4	249.2	249.4	250.2	251.2	251.4	252.2	253.4	254.4	256.2	256.4	257.4	258.4	259.4	260.4	262.4	263.2	263.3	264.4	265.4	266.4	267.4	268.4	269.4	270.4	271.2	272.4	273.4	274.2	274.4	275.2	275.4	276.4	277.4	278.4	279.4	280.4	281.2	281.4	282.4	283.2	283.4	284.2	285.2	285.4	286.4	288.2
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces|11	0.000428919	0.000732262	0	0.000417885	0.000337861	0	0.000134039	0.0000578	0.000461681	0.008355977	0.000137325	0.000199273	0	0.000148368	0.000752679	0.000069	0.000125287	0.000654579	0.001164747	0	0.000132952	0	0.000151294	0.000134874	0	0.000115888	0.000204082	0.000276205	0.000440956	0.000248901	0.000107648	0	0.000221746	0	0.000365497	0.000105519	0.000421985	0.0000361	0.000117364	0.099674267	0	0.000101714	0.000405872	0.000154679	0.003084666	0.003084666	0	0.000318155	0.001137333	0.0000699	0.0000699	0.003047943	0	0.000258522	0	0.004452926	0	0.029216822	0	0.000173235	0.0000336	0	0.000110791	0	0	0.0000893	0	0.0000195	0.001393035	0.001508055	0.0000998	0.000117417	0.000535714	0.000386287	0.00000639	0.000135722	0.004031912	0	0.0000956	0	0.000629449	0.0000667	0.000141844	0.000141844	0.001269205	0.0000709	0.0000565	0	0	0.000675505	0.000370563	0.002525655	0.000149291	0.000206897	0.0000921	0	0.0000382	0	0.0000991	0.0000603	0.0000603	0.00140028	0.000450302	0.0000284	0.001787576	0.002014934	0.000598355	0.0000874	0.0000627	0.0000444	0.000132415	0.000520725	0.000025	0.002643754	0.002843809	0.000125955	0.000277575	0.000331181	0.000071	0.001664685	0	0	0	0.000216123	0.002262443	0	0	0	0.000131787	0	0.000117564	0.000282526	0.000125392	0.000338524	0.002511752	0	0.000025	0.000225581	0.000155715	0	0	0	0.000214854	0.000658501	0	0	0	0	0	0	0.000206526	0	0.000298864	0.0000393	0.001172529	0.000136221	0.000193386	0.000242836	0.000324254	0	0.018637158	0.005696757	0.000382555	0	0.000115835	0.000165453	0.021753039	0.000431518	0.001113379	0.0002658	0	0	0.0000823	0.0000478	0.0000182	0.0000615	0	0	0.0000223	0	0	0.0000648	0	0.018077629	0	0.000182135	0	0.0000401	0.000204248	0	0.001192114	0.000566848	0.01845472	0.010585387	0.000437413	0.00023015	0.031687898	0.053202943	0	0.000031	0.0000506	0.000220279	0.000121242	0	0.010208702	0.018250324	0.000274788	0.0000639	0.000158831	0.0000215	0.003377878	0.00274082	0.000853014	0.0000202	0.00040291	0.0000218	0	0	0.0000122	0.000124691	0.002234807	0.0000756	0.00080785	0.01332167	0.012868173	0	0.000436015	0.000108331	0.000122138	0.001482748	0.001406668	0.001013498	0.0000123	0.003327761	0.0000125	0.003960702	0	0.000196466	0.00046653	0.0000122	0.000115468	0.018446702	0.000919988	0.0000421	0.000153728	0.001167276	0.001749199	0.000200016	0.0000243	0.000037	0	0	0.008693963	0.000028	0.00080132	0.000377858	0.00006	0.0000332	0.0000599	0.0000495	0.000062	0.0000485	0	0.0000823	0	0	0.0000487	0.000326499	0.0000219	0	0	0.000253872	0	0.00101824	0.000144488	0	0.0000324	0	0.000048	0	0.0000766	0	0.000212612	0.0000297	0.000544122	0.000164698	0	0.0000515	0.0000674	0.000299785	0.0000219	0.000138504	0	0.0000646
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium|12	0	0	0	0	0	0	0	0	0.0000289	0.0000204	0	0.0000498	0	0	0	0.0000345	0	0	0.000129416	0	0	0	0	0	0	0	0	0	0.0000882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000190462	0	0	0	0	0	0	0	0	0	0	0.000199005	0.0000531	0	0	0.0000162	0	0.00000639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127128	0	0	0	0	0	0	0	0	0	0.00010002	0.00006	0	0.0000497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000141263	0	0	0.000128848	0	0.000025	0	0	0	0.000134971	0	0	0.00019755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000219106	0	0	0	0	0.000319898	0.0000863	0	0	0	0	0	0.00000319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000155809	0.0000327	0	0	0.000159236	0.00053831	0	0	0	0.0000518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000254	0	0.0000337	0.000346254	0.000405109	0	0	0	0	0.0000349	0.000196933	0.0000461	0	0.000334368	0	0	0	0	0	0	0	0.000164153	0.0000271	0.000021	0	0	0.0000246	0.00002	0	0	0	0	0.000194278	0	0	0	0.000180029	0.0000111	0	0	0	0	0	0.00018099	0.0000446	0	0	0.0000163	0	0	0	0	0	0.000132814	0	0	0	0	0	0	0	0	0.0000425	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Micrococcaceae|Arthrobacter|13	0	0	0	0	0	0	0	0	0	0.0000409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000691	0	0	0	0	0	0	0.000182749	0	0	0	0	0.0000724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000850294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000147	0	0	0	0	0	0	0	0	0	0	0	0	0.0000497	0	0	0	0	0	0	0	0	0	0	0	0.00000694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000635	0.0000164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000238	0	0	0	0	0	0	0	0	0.001624075	0	0.000180032	0	0	0	0	0	0	0	0	0	0.0000285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Micrococcaceae|Rothia|14	0.000333603	0.003545689	0.0000681	0.00058504	0.0000676	0.0000763	0.000067	0.0000578	0.0000577	0.005393589	0.0005493	0.000797091	0.0000629	0	0.000177101	0.000069	0.000334099	0.000261832	0.003947198	0.00064905	0.000132952	0	0	0	0	0.000115888	0	0.000897666	0.000617338	0.000165934	0	0	0.000813068	0.000142572	0.002101608	0.002004854	0.000527482	0.0000361	0.000234728	0.041983351	0.000449317	0.00116971	0.000541162	0	0.002759964	0.002759964	0.000154863	0	0.010709885	0	0	0.00254828	0	0	0.000181769	0.000508906	0.000107689	0.028454975	0	0	0.0000336	0	0.000443164	0.000215297	0.0000767	0	0.000708215	0	0.040036183	0.00708188	0.001872052	0.001448141	0.001412338	0.000193143	0.003117713	0.000271444	0.0035172	0.000567376	0.0000319	0	0.00053261	0	0	0	0.001135605	0	0	0	0	0.000337752	0.000222338	0.00196644	0.000149291	0	0	0	0.001910512	0.000182582	0.0000991	0	0	0.00070014	0.000780523	0	0.001191718	0.00106673	0	0	0	0	0	0.0000521	0.000025	0.000660939	0.021437947	0.000042	0.00101315	0.00016559	0	0.030439952	0.000263539	0	0	0	0.004791057	0	0	0	0	0.0000376	0	0	0.000250784	0.000169262	0.002033618	0.00003	0.000025	0.000225581	0	0	0	0	0.000931032	0.0000659	0	0	0	0	0	0	0	0	0	0	0	0.000136221	0	0	0	0	0.04426325	0.051270815	0.000382555	0.000121832	0.000231669	0	0.054382598	0.000345214	0.000219302	0.0000886	0	0	0.0000412	0.0000287	0	0.000041	0.00048	0	0	0	0	0.0000972	0	0.002817704	0	0	0	0	0.000490196	0.000012	0.002824392	0.003967933	0.172676858	0.054072184	0.000291609	0.001380898	0.009792994	0.032358395	0.0000679	0.0000929	0.0000253	0.000272109	0.0000242	0.0000985	0.000411641	0.00117744	0.000480879	0	0.000499183	0.000365426	0.0000741	0.000133049	0.0000487	0.000081	0.00232266	0	0	0	0.0000245	0.0000147	0.000660284	0.000170078	0.000976152	0.0281377	0.021756744	0.0000141	0	0.0000542	0.0000271	0.0000349	0.003038402	0.001735231	0.000110982	0.088703129	0.000313421	0.05905046	0.0000121	0.000144764	0.000150494	0	0	0.002318662	0.000135292	0.0000421	0	0.000526698	0.0000246	0.00006	0.0000486	0.0000185	0	0.000235838	0.017533634	0.000125857	0.000848456	0.000188929	0	0	0	0.0000826	0	0	0	0.000131629	0.0000223	0.000163239	0.000194853	0.0000163	0.0000219	0	0.000064	0.000253872	0	0.000649312	0.00023118	0	0	0.0000905	0.000143968	0.0000113	0	0.00000882	0	0.0000149	0.000254509	0.000211755	0	0.0000773	0.0000337	0	0	0	0	0
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Propionibacteriaceae|Propionibacterium|15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000219106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000317	0	0	0	0	0.000939542	0	0	0	0.00000577	0.0000164	0	0	0	0.0000598	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000266	0	0	0	0	0.0000219	0	0	0	0.0000254	0	0.0000168	0	0	0	0	0	0	0	0	0	0	0	0	0.003472044	0	0	0	0	0	0	0	0	0	0	0.0000493	0	0	0	0	0.000235838	0	0	0	0.001322501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteria|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|16	0	0.00011562	0.0000681	0.015461763	0.001959592	0.002975509	0.000871255	0.000519751	0.051102262	0.002921527	0.001579236	0.0000996	0.013527117	0.00578635	0.002523687	0.00389803	0.000125287	0.0000655	0.005823735	0.000185443	0.003589709	0.000475097	0.000975003	0.001303781	0.000102239	0.000231777	0	0.000621461	0.001587442	0.001659338	0.0000538	0.000580299	0.000813068	0.024094668	0.016721491	0.011712567	0.003586876	0.00505251	0.007804706	0.000506696	0	0	0.00257052	0.000309358	0.00194821	0.00194821	0	0.0000398	0.004170221	0.056931039	0.056931039	0.000199865	0.000120696	0.000184659	0.0000909	0.000127226	0.001615335	0.000152369	0.002740642	0.010307492	0.0000336	0.004831911	0.025925105	0.000484418	0.000843235	0.00883613	0.000472144	0.000078	0.014853008	0.00000664	0.0000499	0.000313112	0.000113636	0.023080637	0.0000575	0.000203583	0.000257356	0.001053698	0.001402525	0.001893267	0.003050404	0.000266845	0	0	0.004008016	0.00060258	0.0000565	0	0.000128601	0.002110952	0.003409175	0.000371096	0.000597163	0.000551724	0.000644834	0.00101626	0.007183524	0.000912909	0.002378907	0.005249249	0.005249249	0.00440088	0.002941971	0.0000569	0.008143403	0.001007467	0.0000748	0.001223776	0.001066232	0.001909329	0.003575212	0.015882108	0.00254898	0.00915872	0.0048126	0.000125955	0.002616148	0.005298891	0.003268206	0.003804994	0.009619186	0.001945525	0.000663834	0.015776961	0.001463934	0	0.015828678	0.000658762	0	0.00052689	0.000940513	0.000141263	0.001630094	0.000169262	0.000360152	0.0000749	0.000025	0.000225581	0.027094363	0.000682128	0	0.000920175	0.00100265	0.010931121	0.000371517	0.022801303	0	0.004608295	0.000460511	0.000460511	0	0.004768497	0.002988643	0.0000655	0.006030151	0.000408664	0	0.003642545	0.003891051	0	0.000291206	0.002410167	0.000382555	0.000121832	0.000115835	0	0.000959693	0.002934323	0.005296985	0.0000886	0.003382321	0	0.00144027	0.000255126	0.002035808	0.0000615	0.0008	0	0.002159875	0.0000214	0.001911741	0	0	0.002754385	0	0.003571862	0.000510433	0.010022049	0.012704248	0.001429344	0.0000183	0	0.002521799	0.002699519	0.0000729	0	0.000199045	0.000867277	0.003501866	0.002725218	0.003189147	0.000220279	0.000218235	0.000295392	0.006586259	0.010008242	0.0000458	0.00591779	0.000816845	0.000408418	0.010266971	0.008062799	0.0000731	0.0000202	0.0000711	0.004147113	0.001645242	0.002870432	0.000428543	0.00109288	0.000152373	0.000680311	0	0.003462541	0.007506434	0.00042155	0.000763026	0.000108331	0.000135709	0.011704986	0.0002532	0.001796655	0.000246627	0.036310803	0.000601768	0.004912299	0.001762817	0.000517015	0.002994823	0	0.0000462	0.000615574	0.000811754	0.000021	0.001306687	0.017637262	0.089012072	0.000180014	0	0.000037	0.00015287	0.003867742	0.004565545	0.003174381	0.000424228	0.009068581	0.000120019	0.000354096	0.0000998	0.0000165	0.0000207	0.0000485	0.0000877	0.000559422	0.000133938	0.003101534	0.001006739	0.023752775	0.000109479	0.000119223	0.0000426	0.000550055	0	0.001652795	0.002080624	0.000227503	0.000178138	0.00018102	0.003167291	0.0000454	0.003215434	0.0000882	0.000340179	0.0000446	0.000263285	0.00110583	0.000219463	0.001184956	0.002929885	0.0000818	0.0000219	0.000323176	0.000251667	0.000161478
Bacteria|Actinobacteria|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae|Scardovia|17	0	0	0	0	0	0	0	0	0	0	0.000137325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000083	0	0	0	0	0	0.000105519	0	0	0	0.0000724	0	0.0000509	0	0	0	0	0	0.0000398	0.000663444	0.0000699	0.0000699	0.000025	0	0	0.0000909	0.000254453	0	0.000761847	0	0	0	0	0	0	0	0	0	0	0.0000543	0.0000266	0.000025	0.000117417	0	0	0.0000256	0	0	0	0.0000319	0	0	0	0	0	0	0	0	0	0	0	0	0.0000184	0	0	0	0	0	0	0	0	0	0	0.00012008	0	0	0.0000593	0	0	0	0	0	0	0	0.00018884	0	0	0.0000416	0.00016559	0	0.000237812	0	0	0	0	0.000133085	0	0	0	0	0	0	0	0	0	0.0000279	0	0	0	0	0	0.000134971	0	0.0000716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001456028	0	0	0	0	0	0.002559181	0	0.0000169	0.0002658	0	0	0	0.00000638	0	0.0000205	0.00016	0	0	0	0	0	0	0.026087507	0	0	0	0	0	0	0	0	0.001379199	0.000523543	0	0	0	0.000269155	0	0	0	0	0	0	0	0.0000589	0	0	0	0.0000215	0.000177783	0.000558808	0	0	0.000331809	0	0	0	0	0.00000733	0.0000508	0.000434643	0	0.00041915	0.0000477	0	0	0	0.0000136	0	0.0001688	0.0000154	0	0.000246796	0	0	0	0	0	0	0	0.00022571	0	0	0	0	0	0	0	0.0000185	0.0000764	0.0000472	0.002088494	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000194853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000263	0.0000235	0	0	0	0	0	0	0	0
Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Coriobacteriaceae|18	0	0.0000385	0	0.000501463	0.000135144	0.000610361	0.002613766	0.002772003	0.0000866	0.0000204	0.0000687	0	0.000692085	0.0000742	0.000309927	0	0	0	0	0.0000927	0.0000665	0.0000792	0.0000168	0	0.000102239	0.000202804	0	0	0.0000882	0.000165934	0.0000538	0	0	0.000570288	0.00063962	0	0	0.0000361	0	0.0000724	0	0	0	0.000154679	0	0	0	0	0.000189555	0	0	0	0.0000302	0.014070983	0.003090066	0	0.000323067	0	0.000534759	0.000519706	0	0.003701038	0.001218702	0	0	0.007586576	0.000236072	0.000234037	0.0000362	0	0	0	0	0.000772574	0	0	0	0	0	0	0	0.000533689	0	0	0	0	0	0	0	0	0	0.000113166	0	0	0	0	0.000191051	0	0	0.000193076	0.000193076	0	0	0	0	0	0	0.000699301	0.000439037	0.000754851	0.001257945	0.000364507	0	0.016240204	0.002114627	0	0	0	0.000426288	0	0.000395309	0	0	0.01491247	0.000798509	0.001108647	0	0	0	0	0	0.000141263	0.000626959	0	0.000121862	0.000254575	0.000150049	0	0.001090003	0	0	0.000460087	0.005156485	0.00533386	0.000247678	0.05320304	0	0	0	0	0	0.004460852	0.000896593	0.000209613	0.005025126	0.000272442	0.006381744	0.001457018	0.002594034	0	0	0	0	0	0	0	0	0.000172607	0.0000169	0.0000886	0.008932187	0	0	0	0.0000909	0	0.00032	0.000017	0	0	0.000955871	0	0	0.000126638	0	0.0000304	0.0000204	0	0.000694444	0	0	0	0.00000577	0.0000164	0	0	0	0	0	0	0	0.0000259	0	0.0000985	0.000288149	0.00058872	0	0.0000639	0	0	0	0	0.000121859	0.0000405	0	0.000392884	0.000680033	0.001594684	0	0.000704138	0.0000254	0	0	0	0	0	0.001199041	0.006229011	0.004519115	0.006733419	0.000112533	0	0.0000123	0.0000239	0.0000251	0.0000772	0.000181111	0.0000517	0.000015	0	0	0.0000205	0.000947047	0	0	0.0000142	0	0.000300024	0	0.0000556	0.0000255	0.000377341	0	0	0.0000471	0.000755715	0.001800288	0.004824557	0	0	0	0	0	0.000246804	0	0.001142671	0.000470894	0	0	0.000158964	0.0000853	0	0.0000615	0.000501741	0.000173385	0.007031912	0.0000324	0.006924017	0.004990882	0.000692246	0.006660542	0.00059122	0.000085	0.000431201	0.000079	0.000588208	0.006050915	0.004559505	0.000101031	0.000299785	0.000306433	0.001385042	0.00014381	0.000322956
Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Coriobacteriaceae|Adlercreutzia|19	0.0000477	0	0	0	0	0.000457771	0.000804236	0.000924001	0.002394968	0.0000817	0	0	0	0	0.0000443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000676	0	0.0000812	0.0000812	0	0	0	0	0	0	0	0	0	0	0.000430756	0	0.0000668	0	0.0000336	0	0	0	0	0	0	0	0	0	0	0	0	0.000289715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000627	0.000355224	0.000331038	0	0	0.004248891	0.0008021	0	0	0	0.000071	0	0.00013177	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000621	0	0.000625203	0	0	0	0	0	0.000931032	0.000460951	0	0	0	0	0	0	0	0.002768805	0.000298864	0.0000262	0	0	0	0	0.000648508	0	0	0	0	0	0	0	0	0	0	0	0.0000476	0	0	0.0000702	0	0	0	0	0	0	0.000159312	0	0	0.0000633	0	0.0000708	0.0000204	0.0000401	0	0	0	0	0.0000115	0	0.000145804	0.001380898	0	0.0000299	0.000461486	0.000805178	0.000531524	0	0.000266731	0	0	0	0	0	0	0	0	0	0.000194975	0.0000607	0	0.000130961	0.0000219	0	0	0.00015403	0	0	0	0	0	0	0.000218007	0	0.0000136	0.000331438	0	0	0	0	0	0	0	0	0.0000903	0	0	0	0.000297643	0	0.002767102	0.0000569	0.005321508	0	0	0	0	0.0000472	0	0	0	0	0	0.0000111	0.00002	0	0	0.0000243	0	0	0	0	0.0000162	0	0	0.0000397	0	0	0.0000205	0.0000295	0.00011559	0.000847966	0.0000486	0.00144816	0.000767828	0.0000113	0.00076558	0.00000882	0	0.0000149	0.0000176	0.0000235	0.000971909	0.001442555	0.00266047	0.004006214	0.0000438	0.000138504	0	0
Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Coriobacteriaceae|Atopobium|20	0	0.001425984	0	0.0000836	0	0	0.000067	0	0	0.000306454	0.0000687	0.0000498	0.0000629	0	0	0	0	0	0.00071179	0	0	0	0	0	0	0	0	0.000345256	0.000176382	0.000248901	0	0	0	0	0	0	0	0	0.0000587	0.010495838	0	0.000152571	0.0000676	0	0.000487053	0.000487053	0.0000516	0	0.000189555	0	0	0.0000999	0	0.000627839	0.000272653	0.000381679	0	0.004037788	0	0	0	0.000102807	0	0.0000538	0	0.0000893	0	0	0.000180914	0.0000531	0	0.0000391	0	0.0000966	0	0	0.000600498	0	0	0	0.0000484	0	0	0	0.001135605	0	0	0	0	0	0	0.000208695	0	0	0.0000461	0	0.0000382	0	0.000033	0	0	0.00070014	0.000210141	0	0.000695169	0.001185255	0.0000748	0	0	0	0	0.000156217	0.000025	0	0.003062564	0	0.0000416	0	0.000071	0.000713436	0	0	0	0	0.000798509	0	0	0	0	0.0000376	0	0	0.000125392	0	0.000201809	0	0.000025	0.000451162	0.000311429	0	0	0	0	0.0000659	0	0	0	0	0	0	0	0	0.000298864	0	0	0	0	0	0	0	0.006406523	0.001533742	0	0.000121832	0.000115835	0	0.004478567	0.0000863	0.002901533	0.000147667	0	0	0	0	0	0.000041	0	0	0	0	0	0	0	0.003672513	0	0	0	0	0.0000408	0	0.000990371	0.001093206	0.035178228	0.016589771	0.000291609	0.000460299	0.032683121	0.035737783	0.0000271	0.000031	0	0.0000259	0.0000242	0	0.002017042	0.004768633	0.000251889	0	0.000136141	0.000128974	0.002800083	0.002235232	0.0000487	0	0	0	0	0	0	0.0000513	0.002031643	0.0000756	0.000269283	0.004282616	0.006052807	0	0.000218007	0	0.0000136	0.0000349	0.0000281	0.0000461	0.0000123	0.000294563	0.0000752	0.006635461	0	0.000031	0.000015	0	0	0.0113676	0.0000812	0	0	0.0000996	0	0	0.0000243	0	0.0000764	0	0.008645393	0	0.000471365	0	0	0	0	0.000115599	0.0000207	0	0	0	0	0.000163239	0.0000812	0	0	0	0	0.000253872	0	0.001638038	0.000202283	0.0000207	0	0	0	0	0	0	0	0	0.0000176	0.0000235	0	0	0	0	0	0	0	0
