sample	Actinobacteria	Bacteroidetes	Cyanobacteria	Firmicutes	Fusobacteria	Proteobacteria	TM7	Tenericutes	Verrucomicrobia	Actinomyces	Rothia	Bifidobacterium	Atopobium	Collinsella	Eggerthella	Bacteroides	Parabacteroides	Prevotella	Rikenellaceae_un	S24-7	Barnesiellaceae_un	Odoribacter	Paraprevotella	Rummeliibacillus	Staphylococcus	Gemella	Enterococcus	Lactobacillus	Pediococcus	Lactococcus	Streptococcus	Turicibacter	Clostridiales_un	Christensenellaceae_un	Clostridiaceae_uc	Clostridiaceae_un	Clostridium	Lachnospiraceae_uc	Lachnospiraceae_un	Blautia	Coprococcus	Dorea	Epulopiscium	Lachnobacterium	Lachnospira	Roseburia	Ruminococcus	Peptostreptococcus	Ruminococcaceae_uc	Ruminococcaceae_un	Faecalibacterium	Oscillospira	Ruminococcus	Veillonellaceae_uc	Acidaminococcus	Dialister	Phascolarctobacterium	Veillonella	Mogibacterium	Erysipelotrichaceae_un	Coprobacillus	Eubacterium	Fusobacterium	Sutterella	Bilophila	Enterobacteriaceae_uc	Enterobacteriaceae_un	Klebsiella	Haemophilus	Vibrio	Akkermansia
193.1	0.000707821	0.31480358	5.06E-05	0.176601446	0	0.507331008	0	0.000101117	0.00037919	0	0	0.000328631	0	0.000278073	2.53E-05	0.260099095	0.004525001	0.000353911	0.037969564	0.000227514	0.00915112	0.000935335	0	0	0	0	0	0.001440922	0	0	0.000151676	0.000353911	0.01294302	0.000682542	2.53E-05	0.000176955	0.000227514	0.007406846	0.012159361	0.001213408	0.003311593	0.000429749	0	5.06E-05	0.001617878	0.002249861	0.000985894	0	0.001693716	0.08878103	0.026467465	0.00227514	0.007204611	0.000151676	0	0.000631983	0	0.000278073	5.06E-05	0.000252793	0	2.53E-05	0	0.003994135	0	0.004525001	0.496435614	0.000859497	7.58E-05	2.53E-05	0.00037919
92.1	0.003910908	0.224686412	0	0.757809892	0	0.013592789	0	0	0	0.000333858	9.54E-05	0.000524634	0	0.002098536	0	0.169265989	0.003004722	9.54E-05	0.019268374	4.77E-05	0.007726427	0	0.023703916	0	4.77E-05	0.000143082	0	9.54E-05	0	0	0.010015739	0.00143082	0.016168264	4.77E-05	0	0.000572328	0.00023847	0.121095054	0.182954166	0.020699194	0.010015739	0.002766252	4.77E-05	0.00023847	0.044927744	0.205847284	0.010540373	0	0.005103257	0.061572948	0.033910431	0.0023847	0.000190776	0	0.000143082	0.000906186	4.77E-05	0.001335432	0	0.002241618	0	0.000190776	0	0.003910908	0.000667716	0	0.000381552	0	0.00119235	0	0
92.3	0.004237483	0.226106582	0	0.758094975	4.61E-05	0.011468841	4.61E-05	0	0	9.21E-05	0	0.000644834	4.61E-05	0.002441159	0	0.172493206	0.003270232	0.000184238	0.019437152	9.21E-05	0.005435033	0	0.023858873	0	9.21E-05	0	4.61E-05	9.21E-05	0	4.61E-05	0.011791258	0.001612086	0.01731841	0	9.21E-05	0.000460596	0.000138179	0.121781585	0.184652941	0.020358344	0.011929437	0.00225692	0	4.61E-05	0.044769932	0.19515453	0.009672516	0	0.005342914	0.065680991	0.032840496	0.001796324	0.000230298	9.21E-05	0.000230298	0.000736954	9.21E-05	0.001519967	4.61E-05	0.002210861	0	0.000138179	4.61E-05	0.002026622	0.000414536	0	0.000921192	0	0.001335728	0	0
93.3	0.00108885	0.093568525	0	0.699985482	0.00021777	0.205066783	0	7.26E-05	0	0	0	0.00101626	0	7.26E-05	0	0.078106852	0.00159698	0.00050813	0.010525552	0	0.00225029	0.00029036	0	0	0	0.00014518	0.004500581	0.003774681	0	7.26E-05	0.00087108	0.50181475	0.004936121	0.00043554	0.006170151	0.037166086	0.070267131	0.00261324	0.004065041	0.00312137	0.00116144	0.00014518	0	0	0.00043554	0.0007259	0.00043554	0	0.00079849	0.028600465	0.009872242	0.00079849	0.00246806	0.00043554	0	0.00050813	0	0.00210511	0	0.005299071	7.26E-05	0	0.00021777	0.00094367	0	0.005589431	0.191056911	0.00065331	0.00225029	0.00058072	0
94.1	0.007454635	0.819911721	0	0.077488965	9.81E-05	0.094850417	0	0	0.000196175	9.81E-05	0.000343306	0.005738107	0	0.00107896	0	0.272094164	0.014958313	0.508729769	0.002206964	0	0.000196175	0	0	0	9.81E-05	0	0.001863659	0.000147131	0	0.003384012	0.006866111	0.003138794	0.001226091	0	0.00161844	0.001275135	0.003236881	0.004021579	0.008974988	0.002501226	0.002354095	0.000637567	0.000490436	0.000686611	0.000147131	0.000147131	0.004855321	0	0.000147131	0.001961746	0	0.000686611	4.90E-05	0.000392349	0.016674841	0	4.90E-05	0.000196175	0	0.000343306	0	0	9.81E-05	0.006964198	0.000245218	0.002697401	0.072731731	0.000245218	0.010250123	0	0.000196175
94.3	0.014099576	0.710098965	0	0.21176111	3.82E-05	0.063772878	0	0	0.000191051	3.82E-05	0.001910512	0.007183524	3.82E-05	0.004355967	0	0.432234152	0.000725994	0.26758626	0.001222727	0	0.000191051	0	3.82E-05	0	3.82E-05	0.000420313	0.000687784	0.000191051	0	0	0.02456918	3.82E-05	0.000878835	0	0.000611364	0.00156662	0.101486378	0.005273012	0.043788927	0.002177983	0.00156662	0.000649574	3.82E-05	0	7.64E-05	7.64E-05	0.0033625	0	3.82E-05	0.00156662	3.82E-05	0.000420313	0.000114631	0.000114631	0.01310611	0.000114631	0	3.82E-05	0	0.000343892	0	0	3.82E-05	0.005464063	0.000229261	0.001528409	0.051736655	0	0.004203126	0.000191051	0.000191051
95.1	0.002041306	0.717459174	0	0.125840538	0	0.07925072	0	0	0.075408261	0	0.000120077	0.001560999	0	0	0.000360231	0.642651297	0.013808838	0.00456292	0.013928915	0.000120077	0.038784822	0	0	0	0	0	0.001440922	0	0	0	0.000600384	0	0.006724304	0	0.000120077	0.000120077	0.000960615	0.038184438	0.030259366	0.010566763	0.001440922	0.000360231	0.000240154	0	0	0	0.019212296	0	0	0.003121998	0	0.000240154	0.000120077	0	0.000600384	0.00420269	0	0.000240154	0	0	0	0.000120077	0	0.073967339	0	0.001440922	0.003121998	0	0	0	0.075408261
95.2	0.001278072	0.766843162	0	0.123607814	0	0.061530035	0	0	0.046740917	0	0.000182582	0.000912909	0	0	0.000182582	0.706773781	0.008033595	0.000912909	0.016980099	0.000182582	0.03213438	0	0	0	0	0	0.001460654	0	0	0	0.000730327	0	0.002921307	0	0.000182582	0.000547745	0.00109549	0.04820157	0.020083988	0.014423955	0.001643235	0.000182582	0.000182582	0	0	0	0.013145883	0	0	0.003469052	0	0.000912909	0.000912909	0	0	0.006025196	0	0.000730327	0	0.000730327	0	0	0	0.051122877	0	0.002556144	0.005660033	0	0.000547745	0	0.046740917
96.3	0.002874513	0.027819996	0	0.052468116	6.61E-05	0.916738254	0	0	0	9.91E-05	9.91E-05	0.002378907	3.30E-05	0.000132162	3.30E-05	0.01671843	0.001618978	0.007632327	0.001420736	0	0.000231283	0	0	3.30E-05	0	0	0	0.000693848	0	0	0.00175114	0.000231283	0.001519857	0	0.024086434	0.00436133	0.002081544	0.001123373	0.003039715	0.000198242	9.91E-05	6.61E-05	9.91E-05	0.001652019	6.61E-05	6.61E-05	0.000826009	0	0	0.000627767	0.000132162	0.000396485	6.61E-05	0.000495606	0.002114584	0	0	6.61E-05	0	9.91E-05	0	0	6.61E-05	0.000726888	0	0.001486817	0.913896782	3.30E-05	9.91E-05	0	0
97.1	0.002233402	0.628437172	0	0.302636962	0.000132677	0.065000829	0	0.001437338	8.85E-05	7.74E-05	1.11E-05	0.00164741	3.32E-05	0.000386976	0	0.58828017	0.02060921	0.000939798	0.010846371	0.00015479	0.001625297	0.00080712	0.003361159	8.85E-05	0	2.21E-05	1.11E-05	3.32E-05	0	4.42E-05	0.001625297	1.11E-05	0.064260048	7.74E-05	0.001890652	0.078268561	0.003040522	0.013886893	0.01815468	0.00145945	0.003969263	0.000254298	0.007374648	9.95E-05	0.002631433	0.000210072	0.002775167	0	0.000530709	0.039902703	0.04121842	0.000928741	0.005428714	6.63E-05	1.11E-05	0	0	0.00018796	2.21E-05	0.002697772	0	0	0.000132677	0.010006081	0.000320637	0.00279728	0.04849356	1.11E-05	0.002078611	0.000398032	8.85E-05
97.3	0.007300679	0.542265503	1.21E-05	0.415342287	0.000144807	0.030469778	0	0.004102861	0.000325815	6.03E-05	0	0.005249249	0	0.001785951	1.21E-05	0.478357407	0.017569899	0.000591295	0.030542181	0.00013274	0.003475365	0.001894556	0.007469621	4.83E-05	0	0	0	3.62E-05	0	1.21E-05	0.003149549	0	0.105298724	0.000277546	0.00021721	0.003511566	0.00034995	0.030783526	0.057910678	0.003728777	0.005816409	0.00091711	0.002703061	0.000301681	0.00161701	0.000458555	0.000832639	2.41E-05	0.001580808	0.075721923	0.093134948	0.002703061	0.007324814	2.41E-05	2.41E-05	1.21E-05	0	0.000229278	3.62E-05	0.00520098	1.21E-05	3.62E-05	0.000144807	0.005128576	0.001025715	0.00148427	0.021467618	0	0.000506824	1.21E-05	0.000325815
193.2	0.009015664	0.065325616	0	0.39049662	2.02E-05	0.534595459	0	0.000182135	0.000344032	0.000182135	0	0.003571862	0	0.005130125	3.04E-05	0.051776824	0.000637471	0	0.011403651	0	0.001183875	0.000192253	0	0	0	5.06E-05	4.05E-05	0.00810499	0	1.01E-05	0.000424981	3.04E-05	0.02432509	0.00086008	2.02E-05	0.000627353	0.000303558	0.034990084	0.094983203	0.004856923	0.005544987	0.000961266	1.01E-05	0.000172016	0.001871939	0.019336625	0.004401587	0	0.003592099	0.101094831	0.018172987	0.004057555	0.052505363	0.000131542	2.02E-05	0.00129518	0	0.000758894	0.000101186	0.000182135	0	3.04E-05	2.02E-05	0.000121423	0	0.003723641	0.529030234	0.000536285	0	0	0.000344032
99.1	0.008799718	0.253607885	0.000967969	0.706441394	0.000175994	0.029831045	0	0	0	0	0	0.006951778	0	8.80E-05	0.001759944	0.000703977	0	0	0.223336853	0	0.021207321	0	0	0	0	0	0	0	0	0	0.00061598	0.000439986	0.055438226	0	8.80E-05	0.003079901	0.000703977	0.040830693	0.182242168	0.009415699	0.010823654	0.003519887	0.000439986	0	0.065381908	0.076117564	0.011527631	0	0.002727913	0.056318198	0.123900035	0.009767687	0.030799014	0	0	0.00061598	0	8.80E-05	0	0.00343189	0	8.80E-05	0.000175994	0.027103133	0	0	0.001847941	0	0	0	0
99.3	0.00730146	0.00060012	0	0.978895779	0.00020004	0.012702541	0.00030006	0	0	0.00140028	0.00070014	0.00440088	0.00070014	0	0	0.00030006	0.00010002	0.00010002	0.00010002	0	0	0	0	0.00020004	0.00030006	0.00090018	0.00040008	0.0030006	0.00260052	0	0.052610522	0.023804761	0.028805761	0	0.017303461	0.143628726	0.015403081	0.066713343	0.067213443	0.0120024	0.00030006	0.00160032	0.0005001	0	0.054010802	0.051810362	0.053710742	0	0.0080016	0.140028006	0.089817964	0.00110022	0.00990198	0.00070014	0.00010002	0.00090018	0.00010002	0.0075015	0	0.00530106	0.0005001	0.00040008	0	0	0	0.00040008	0.0065013	0	0.00420084	0.00030006	0
193.3	0.000803082	0.311527625	0	0.224604244	2.04E-05	0.462132658	0	0.000292648	0.000564879	0	0	0.000510433	0	0.000245008	6.81E-06	0.240733935	0.005852968	0.000197368	0.05011774	4.08E-05	0.011100222	0.001020867	0	6.81E-06	0	6.81E-06	6.81E-06	0.00104809	0	2.04E-05	0.000115698	3.40E-05	0.013346128	0.003232744	3.40E-05	0.000319872	0.000279037	0.007833449	0.010569371	0.000993643	0.004532647	0.000537656	6.81E-06	2.72E-05	0.000898363	0.000680578	0.000973226	0	0.003715954	0.120469054	0.035111002	0.003620673	0.009167381	0.000231396	6.81E-05	0.000694189	6.81E-06	0.000748635	4.76E-05	0.000238202	1.36E-05	8.17E-05	2.04E-05	0.002688282	0	0.00767011	0.44914043	0.000796276	6.81E-05	0	0.000564879
193.4	0.012347164	0.061896172	0	0.567849268	4.01E-05	0.357546603	0	0	0.000160353	4.01E-05	0	0.010022049	0	0.002244939	0	0.047785127	0.00088194	0	0.011425135	4.01E-05	0.001362999	0.000160353	0	4.01E-05	0	8.02E-05	4.01E-05	0.016396071	0	0	0.001002205	4.01E-05	0.023331329	0.001884145	0	0.000320706	0.000120265	0.052515534	0.117458408	0.014511926	0.004650231	0.00132291	0	0	0.001242734	0.004850671	0.002846262	0.000120265	0.008618962	0.125075165	0.015674484	0.016315895	0.146121467	0.000280617	0	0.001042293	0	0.00044097	0.000120265	0.000360794	0	4.01E-05	4.01E-05	0.000120265	0	0.004048908	0.35205452	0.000240529	4.01E-05	0	0.000160353
196.2	0.005043558	0.000568547	3.67E-05	0.175442458	0.006565796	0.812342962	0	0	0	0.001192114	0.002824392	1.83E-05	0.000990371	1.83E-05	0	0.000201742	0	0.000201742	0	0.000110041	0	0	0	1.83E-05	0	0.000733608	0.008784961	0.001118753	0	0	0.100797799	0	0.000275103	0	0.002861073	0.015534159	0.001540578	1.83E-05	0.001595598	0	0	0	0	0	0	1.83E-05	0	5.50E-05	0	0.000201742	0	3.67E-05	3.67E-05	0.001577258	0.000421825	0	0.000330124	0.024484182	0	0	0	0	0.006272352	1.83E-05	0	0.020944521	0.54176983	1.83E-05	0.19829436	0.003246217	0
102.1	0.005550481	0.257851472	0.000491815	0.714396122	0	0.021218296	0	0	0	0	0	0.004426333	0	0	0.001124148	0.000210778	7.03E-05	0.000140519	0.230309843	0	0.01510574	0	0	0	0	0	0	0	0	0	0.00098363	0.000632333	0.052343146	0	0.000210778	0.002740111	0.000843111	0.073631701	0.169535586	0.010328111	0.007869037	0.002669852	0.000351296	7.03E-05	0.065341109	0.065411368	0.011452259	0	0.004496592	0.066535516	0.116981662	0.009203963	0.026417481	0	0	0.000140519	0	7.03E-05	0	0.003021148	7.03E-05	7.03E-05	0	0.018056629	0	0	0.002599592	0	7.03E-05	0	0
102.3	0.011917176	0.00019862	0	0.973186355	0.000993098	0.013357168	0.00019862	0	0	0.001787576	0.001191718	0.008143403	0.000695169	0	0	0	4.97E-05	9.93E-05	4.97E-05	0	0	0	0	4.97E-05	0.00019862	0.001489647	0.001340682	0.004617906	0.002184816	0	0.082973335	0.034311535	0.011768211	0	0.033318437	0.365857292	0.045980436	0.057698992	0.006206862	0.00739858	0.000297929	0.000297929	0.000397239	4.97E-05	0.014449575	0.00019862	0.029941904	0	4.97E-05	0.000993098	0.000148965	0	0.000148965	0.002582055	0.000148965	9.93E-05	0.000297929	0.008292368	0	0.003922737	0	4.97E-05	0.000546204	0	0	0	0.00496549	0	0.00466756	0.001439992	0
103.1	0.01263516	0.00060746	0	0.968655084	0.001093427	0.016340663	0.00060746	0	0	0.001883125	0.001032681	0.008382943	0.001032681	6.07E-05	0	0.000242984	0	0.00030373	0	0	6.07E-05	0	0	0.000182238	0.000121492	0.001640141	0.001579395	0.004555947	0.001883125	0	0.096039363	0.039059653	0.0120277	0	0.032681327	0.357854453	0.038816669	0.055096586	0.007532499	0.007289515	0.000242984	0.000425222	0.000242984	0.000182238	0.01518649	0	0.031041186	0	0	0.001397157	0.000242984	0	0	0.002186855	0	0	0.000242984	0.011420241	6.07E-05	0.003523266	0	0	0.00060746	0	0	6.07E-05	0.004920423	0	0.007289515	0.001032681	0
103.3	0.005333649	0.00065189	0	0.987258504	0.000711153	0.006044803	0	0	0	0.002014934	0.00106673	0.001007467	0.001185255	0	0	0.000177788	0	0.000237051	5.93E-05	0.000118526	0	0	0	0	0.000296314	0.000829679	0.000296314	0.013097072	0.000414839	5.93E-05	0.601280076	0.048417684	0.000948204	0	0.005452175	0.216249852	0.006518905	0.006755956	0.001303781	0.003496503	5.93E-05	0	0.000118526	5.93E-05	0.001185255	0.000533365	0.003615029	0	5.93E-05	0.001007467	0.000711153	5.93E-05	0.000118526	0.000533365	0	0	0	0.002192723	0	0.000829679	0	0	5.93E-05	0	5.93E-05	0	0.002192723	0	0.001896409	0.000237051	0
196.4	0.005627986	0.002024455	4.05E-05	0.074823872	0.00951494	0.907846789	0.000121467	0	0	0.000566848	0.003967933	0	0.001093206	0	0	0.001255162	8.10E-05	0.000323913	0.000121467	0.000121467	0	0	4.05E-05	0	0	0.00044538	0.007652441	0.000364402	0	0	0.021499717	0	0.000202446	0	0.001336141	0.004494291	0.000607337	0.000242935	0.002064945	0.000121467	0	0	0	4.05E-05	0	0.000121467	0	0	4.05E-05	0.000242935	0.000202446	8.10E-05	0	0.000485869	8.10E-05	4.05E-05	8.10E-05	0.023807596	0	0	0	0	0.009433962	0	0	0.014130699	0.601222771	0	0.241962912	0.001012228	0
105.3	0.011276224	0.725786713	0	0.253059441	0	0.009615385	0	0	0.000262238	8.74E-05	0	0.001223776	0	0.009265734	0	0.082255245	0.007342657	0.611363636	0.005856643	0.003146853	8.74E-05	0.00201049	0.006818182	0	8.74E-05	8.74E-05	0	0.000437063	0	0	0.006730769	8.74E-05	0.009965035	0.000174825	0.000174825	0.001048951	0.00034965	0.030769231	0.113199301	0.00743007	0.002884615	0.001660839	8.74E-05	8.74E-05	0.003496503	0.003496503	0.000611888	0	0.000262238	0.040297203	0.001048951	0.001660839	0.005244755	0	0.005244755	8.74E-05	0.00708042	0	0.000262238	0.003059441	0	0	0	0.006643357	0.00034965	0	0.001136364	0	0	0	0.000174825
197.2	0.230568588	0.011570267	0.000115414	0.648944826	0.016204145	0.090161522	0.002290971	8.66E-05	4.62E-05	0.01845472	0.172676858	0.002521799	0.035178228	7.50E-05	0	0.006174656	0.000173121	5.19E-05	0.000830982	0.002031289	5.77E-06	0.000773275	0	1.73E-05	2.31E-05	0.000230828	0.004449215	0.027387774	5.77E-06	5.77E-06	0.309079053	0	0.003162347	1.73E-05	0.011956904	0.000236599	0.000317389	0.007957805	0.033960609	0.00016158	5.19E-05	5.77E-06	0	3.46E-05	0	6.35E-05	2.31E-05	0	2.31E-05	0.001177224	0.000150038	0.000294306	0.000115414	0.002025518	1.15E-05	0.000155809	0.001800461	0.123925927	5.77E-06	2.89E-05	0	5.77E-06	0.016077189	1.73E-05	0	0.000144268	0.079462632	0.000473198	0.003531673	0	4.62E-05
197.4	0.084699454	0.004973659	0.000163607	0.40494421	0.009832793	0.494241026	0.000965283	9.82E-05	4.91E-05	0.010585387	0.054072184	0.002699519	0.016589771	4.91E-05	0	0.003255784	0.000409018	0.000114525	0.000245411	0.000523543	3.27E-05	0.000147246	0	3.27E-05	1.64E-05	0.00022905	0.005595367	0.081149177	0.000392657	0.000163607	0.126566539	0	0.00068715	6.54E-05	0.005857138	8.18E-05	0.000245411	0.002863126	0.011223455	0.000130886	1.64E-05	1.64E-05	0	1.64E-05	1.64E-05	6.54E-05	4.91E-05	0	1.64E-05	0.000588986	8.18E-05	8.18E-05	8.18E-05	0.005464481	8.18E-05	0.000294493	0.001734236	0.099980367	1.64E-05	1.64E-05	0	1.64E-05	0.008196721	1.64E-05	0	0.001014365	0.45484441	0.005071824	0.006217074	0	4.91E-05
108.3	0.014164558	0.0932019	0.000177612	0.256649349	0	0.634962923	0	0.00044403	0.000310821	4.44E-05	0	0.001909329	0	0.011011944	8.88E-05	0.067448159	0.005683584	0.00133209	0.013764931	0	0.002708583	0.00133209	0	0.000177612	0	0	4.44E-05	0.009946272	0	0	0.001864926	0.000133209	0.013365303	0.001687314	0.000222015	0.000710448	0.00044403	0.051551885	0.049509347	0.005239554	0.003063807	0.001287687	8.88E-05	0.000621642	0.001243284	0.009147018	0.008525376	0	0.002797389	0.052351139	0.007681719	0.004307091	0.019759336	0.000266418	4.44E-05	0.000754851	0.000577239	0.000488433	0.000222015	0.000222015	4.44E-05	4.44E-05	0	0.00177612	0.000133209	0.004351494	0.623995382	0.001509702	0	0	0.000310821
109.3	0.017743644	0.194518008	0.000132415	0.534361758	0	0.246557203	0	0.003707627	0.002449682	0.000132415	0	0.003575212	0	0.012380826	6.62E-05	0.134269068	0.016220869	0.004237288	0.032044492	0.000132415	0.004965572	0.00112553	0	0.000529661	0.000132415	0	0.000198623	0.00668697	0.000728284	0	0.002184852	0.000132415	0.026946504	0.00112553	6.62E-05	0.000662076	0.000331038	0.079316737	0.084149894	0.016684322	0.009666314	0.002979343	0.000132415	0.000595869	0.003376589	0.035752119	0.006620763	0	0.007746292	0.110037076	0.01171875	0.011255297	0.090770657	0.000529661	0.000132415	0.00112553	0.006024894	0.000331038	0.000595869	0.000662076	0.000264831	0.000132415	0	0.002913136	0.000993114	0.00112553	0.238347458	0.000728284	6.62E-05	0	0.002449682
110.1	0.039422447	0.834866811	0	0.110375961	0	0.01519694	0	0.000103381	3.45E-05	3.45E-05	0	0.038457562	0	0.000654743	0	0.666666667	0.058030945	0.039077846	0.040835315	0	0.011578621	0	0	0	0	0	0	0.000206761	0	0	0.00189531	0.000241221	0.006512974	6.89E-05	0.000137841	0.000206761	0.000241221	0.009338709	0.027430304	0.003618319	0.002894655	0	0.000103381	0.01702333	0.000137841	0.000585823	0.002412213	0	0.000172301	0.012784727	0.000413522	0.004410903	0.001998691	6.89E-05	0.002860195	0.000103381	0	0.000275681	6.89E-05	0.000137841	0	0.000172301	0	0.003652779	0.000206761	0	0.011234019	0	3.45E-05	0	3.45E-05
110.3	0.036585366	0.834448186	2.28E-05	0.113517777	0	0.015365247	0	5.31E-05	0	7.58E-05	1.52E-05	0.035902803	0	0.00039437	6.07E-05	0.674660235	0.065662541	0.010549387	0.060641912	0	0.014743356	0	0	0	0	3.79E-05	7.58E-05	0.000166849	0	0	0.001289285	0.001319621	0.003215629	7.58E-06	0.000128929	0.000128929	6.83E-05	0.008607875	0.033756522	0.003549327	0.001304453	5.31E-05	3.03E-05	0.02891791	0.000144097	0.000280609	0.003276301	0	9.86E-05	0.008456195	0.000212353	0.008137665	0.000644643	7.58E-06	0.00101626	7.58E-05	7.58E-06	0.000750819	0	0.000409538	1.52E-05	0.000401954	0	0.008190754	8.34E-05	4.55E-05	0.006939388	7.58E-06	2.28E-05	1.52E-05	0
112.3	0.026244532	0.589408457	0	0.222453655	5.21E-05	0.161632993	0	0.000156217	5.21E-05	0.000520725	5.21E-05	0.015882108	0.000156217	0.007498438	5.21E-05	0.23974172	0.021245574	0.292595293	0.011195584	0	0.00145803	0	0	5.21E-05	0.00041658	5.21E-05	5.21E-05	0.00020829	0.000156217	5.21E-05	0.032024578	0.000156217	0.003749219	0	0.002603624	0.00083316	0.000260362	0.024890648	0.05092689	0.006613206	0.003436784	0.000781087	5.21E-05	0.007810873	0	0.000312435	0.005988336	0.000260362	0.000104145	0.009685482	0.00041658	0.002551552	0.000676942	0.001978754	0.046604874	0.00041658	0	0.000781087	5.21E-05	0.000885232	0	0.000156217	5.21E-05	0.011612164	0.002030827	0.000312435	0.146844407	0.000104145	0.000468652	0	5.21E-05
207.2	0.022928416	0.242415511	0	0.589264397	0.000740954	0.144486066	0.000164656	0	0	0.010208702	0.000411641	0.006586259	0.002017042	0.003416622	0	0.128267402	0.113036677	4.12E-05	0.000329313	0.000411641	0	4.12E-05	0	0	0.002716832	0.001276088	0.000123492	0.000740954	8.23E-05	8.23E-05	0.026015725	0.001440744	0.006545095	0.000164656	0.000740954	0.000535134	0.000205821	0.049849751	0.102416334	0.003169637	0.000576298	0.000576298	0	4.12E-05	0.000288149	0.079117441	0.009961717	0.000205821	0.001852385	0.040834808	0.040505495	0.000658626	0.000452805	0.000740954	0.119046639	0.004404561	0.000246985	0.007821183	0.000576298	0.002222863	0	8.23E-05	0.000576298	0.006256946	0	0.000164656	0.006997901	0	0.129255341	0	0
207.4	0.039856352	0.10473331	0	0.574708584	0.001295184	0.279288826	0	5.89E-05	5.89E-05	0.018250324	0.00117744	0.010008242	0.004768633	0.005004121	0	0.048216178	0.055810668	0	0.000176616	0.000176616	5.89E-05	5.89E-05	5.89E-05	0	0.007359002	0.00235488	0.000117744	0.002531497	0.000765336	0.000235488	0.051925115	0.002943601	0.004121041	0.000117744	0.001354056	0.001412928	0.000824208	0.030848934	0.077652184	0.002825857	0.000470976	0.001295184	0	0	0	0.043388673	0.008124338	0.000353232	0.000176616	0.025432709	0.03832568	0.000529848	0.000412104	0.000235488	0.105439774	0.002884729	0	0.011303426	0.001000824	0.002708113	0	0	0.000941952	0.001295184	0	0.000117744	0.00759449	0	0.266513599	0	5.89E-05
114.1	0.165641417	0.082932962	0	0.697588793	0	0.030981995	0	0.022450721	0.000404113	0.005118764	0.000134704	0.022899735	8.98E-05	0.115262	8.98E-05	0.058731085	0.003771721	0.004310538	0.010776346	0	0.002963495	0.000583719	0	0	0.000179606	4.49E-05	0.000808226	0.000134704	0	0.00062862	0.015221589	4.49E-05	0.037717211	0.001840959	0.000493916	0.001167437	0.00031431	0.133132774	0.094562435	0.027120471	0.012662206	0.003861524	4.49E-05	0.001391945	0.001661353	0.005118764	0.005702483	0	0.003906425	0.166225136	0.013964348	0.018768802	0.082483948	0.000134704	0.000449014	0	0.00435544	0.000179606	0.003547214	0.000224507	0	0	0	0.000763325	0.000898029	8.98E-05	0.029185937	0	0	0	0.000404113
114.3	0.125295062	0.028892456	0	0.818997262	9.44E-05	0.021622132	0	0.005004249	9.44E-05	0.002643754	0.000660939	0.00915872	0	0.090359739	0	0.020583514	0.000944198	0.000944198	0.005004249	0	0.000377679	0	0	0	0.00018884	0	9.44E-05	9.44E-05	0	0.000660939	0.014729487	9.44E-05	0.040789349	0.001038618	0.000849778	0.001038618	0.000283259	0.161552261	0.122179209	0.047587574	0.021244453	0.00443773	0	0.000566519	0.001227457	0.005759607	0.0090643	0	0.010575017	0.188461902	0.006609385	0.018411859	0.089226702	0.000283259	0.001038618	0	0.003587952	0.00018884	0.003304693	0.00018884	0	0.00018884	9.44E-05	0.000849778	0.000377679	0.000377679	0.019828156	0	0	0	9.44E-05
115.1	0.135767381	0.046075645	5.47E-05	0.773283778	5.47E-05	0.035089637	0	0.008963708	0.000601224	0.003498032	0.001803673	0.020168343	0.000218627	0.09045693	5.47E-05	0.031263664	0.002459554	0.002623524	0.006996065	0	0.001803673	0.00016397	0	0	0.000218627	0	0.000601224	0.0060669	5.47E-05	0.000819851	0.095266725	0.000655881	0.03891561	0.001311762	0.000546568	0.001421076	0.000546568	0.167140359	0.12718627	0.043069523	0.026563183	0.005356362	0	0.001038478	0.001803673	0.0040446	0.010986008	0	0.009783559	0.097616965	0.009073021	0.003716659	0.024540883	0.000218627	0.000546568	0	0.004536511	0.000929165	0.003388719	0.000874508	0	5.47E-05	5.47E-05	0.000491911	0.000382597	0.000382597	0.033668561	0	0	0	0.000601224
